user_id,month,age,gender,education,occupation,city_tier,monthly_income,housing_rent,groceries,utilities,transport,dining_out,entertainment,healthcare,education_expense,shopping,investments,loan_emi,miscellaneous,total_expenses,monthly_savings,savings_rate,expense_ratio,investment_ratio,has_loan,credit_score,savings_risk,age_group,month_str
USR0351,2024-04-01,46,Female,Master's,Self-Employed,Tier 1,79433,27450,7247,3947,6087,5401,2217,3927,99,11655,6507,23649,4028,95707,0,0.0,120.49,8.19,1,491,High Risk,41-50,2024-04
USR0352,2024-01-01,45,Female,Bachelor's,Self-Employed,Tier 1,57182,13545,9715,1584,2328,6208,4423,2117,1421,12555,2939,7962,4937,66795,0,0.0,116.81,5.14,1,453,High Risk,41-50,2024-01
USR0353,2022-11-01,34,Male,Bachelor's,Salaried,Tier 1,51669,9305,5817,1879,2577,2582,4708,1556,1473,4268,3622,0,439,34604,13443,26.02,66.97,7.01,0,598,Low Risk,31-40,2022-11
USR0354,2022-02-01,28,Female,Bachelor's,Salaried,Tier 2,57857,14070,3070,1145,6588,5152,2384,357,3976,6698,6209,6057,1116,50613,1035,1.79,87.48,10.73,1,477,High Risk,22-30,2022-02
USR0355,2022-12-01,57,Other,High School,Freelancer,Tier 1,36328,10382,6600,523,2845,5086,1557,1800,815,8572,1608,0,3152,41332,0,0.0,113.77,4.43,0,463,High Risk,51-65,2022-12
USR0356,2022-12-01,41,Female,Bachelor's,Salaried,Tier 3,54859,17359,10306,1816,1584,760,4866,3084,1963,10188,13224,0,3638,55564,0,0.0,101.29,24.11,0,527,High Risk,41-50,2022-12
USR0357,2024-01-01,22,Male,Bachelor's,Freelancer,Tier 1,54881,13267,11631,1056,3005,4296,3263,3689,3726,12419,1476,0,1055,57407,0,0.0,104.6,2.69,0,518,High Risk,22-30,2024-01
USR0358,2024-07-01,29,Male,Master's,Salaried,Tier 1,76482,20552,11982,3238,4544,6482,2668,2582,3560,6058,18844,0,2864,64530,0,0.0,84.37,24.64,0,533,High Risk,22-30,2024-07
USR0359,2023-05-01,37,Male,Master's,Business Owner,Tier 2,77756,15820,2994,855,2851,1000,4120,352,1266,10427,16365,0,3438,43123,18268,23.49,55.46,21.05,0,623,Low Risk,31-40,2023-05
USR0360,2022-12-01,35,Female,High School,Self-Employed,Tier 1,53800,15020,6318,2507,3505,1515,4436,1829,540,14559,5691,10141,753,61123,0,0.0,113.61,10.58,1,466,High Risk,31-40,2022-12
USR0361,2024-06-01,33,Female,Bachelor's,Salaried,Tier 3,75214,26113,6731,1369,4935,8605,2139,2996,1250,1843,13911,0,3013,58994,2309,3.07,78.43,18.5,0,554,High Risk,31-40,2024-06
USR0362,2022-02-01,44,Male,High School,Salaried,Tier 1,70220,11221,8068,3488,2995,8164,4056,3081,1524,10959,11788,0,2085,55641,2791,3.97,79.24,16.79,0,526,High Risk,41-50,2022-02
USR0363,2023-04-01,36,Female,High School,Self-Employed,Tier 3,70921,23212,9670,1074,6455,4463,250,4002,1875,12607,3781,0,3145,66753,387,0.55,94.12,5.33,0,542,High Risk,31-40,2023-04
USR0364,2022-01-01,49,Female,Master's,Business Owner,Tier 3,79784,20939,6767,528,5921,5818,3176,3005,1236,5990,6763,20661,1428,75469,0,0.0,94.59,8.48,1,509,High Risk,41-50,2022-01
USR0365,2024-10-01,55,Female,High School,Salaried,Tier 2,77593,15551,2957,2904,7524,3206,5724,4280,929,5835,9953,15320,394,64624,3016,3.89,83.29,12.83,1,512,High Risk,51-65,2024-10
USR0366,2022-01-01,23,Female,Bachelor's,Salaried,Tier 2,60166,20515,10287,864,7183,6635,1560,3670,4194,548,9594,0,3887,59343,0,0.0,98.63,15.95,0,501,High Risk,22-30,2022-01
USR0367,2024-12-01,53,Female,High School,Business Owner,Tier 2,67260,16591,4154,3155,7128,6281,3936,1255,112,6416,9128,0,1625,50653,7479,11.12,75.31,13.57,0,579,Medium Risk,51-65,2024-12
USR0368,2022-03-01,44,Female,Master's,Freelancer,Tier 2,57616,12464,2631,908,576,2599,4002,2779,372,3010,6812,16274,4019,49634,1170,2.03,86.15,11.82,1,487,High Risk,41-50,2022-03
USR0369,2024-10-01,43,Male,Bachelor's,Salaried,Tier 2,58343,10869,11893,3837,6252,6886,4002,4348,298,14953,6463,12605,2893,78836,0,0.0,135.13,11.08,1,446,High Risk,41-50,2024-10
USR0370,2022-12-01,46,Female,Bachelor's,Self-Employed,Tier 1,59192,11772,8045,1814,3062,5838,565,2965,1696,6725,7373,0,3953,46435,5384,9.1,78.45,12.46,0,539,High Risk,41-50,2022-12
USR0371,2024-03-01,43,Female,Bachelor's,Salaried,Tier 1,52439,16600,2697,3114,2072,3065,3155,1528,1042,12026,5694,0,2171,47470,0,0.0,90.52,10.86,0,522,High Risk,41-50,2024-03
USR0372,2024-01-01,43,Female,Master's,Self-Employed,Tier 2,61089,16670,2031,1676,7587,8800,3245,4244,775,4160,8267,16157,699,66044,0,0.0,108.11,13.53,1,444,High Risk,41-50,2024-01
USR0373,2022-12-01,63,Female,PhD,Salaried,Tier 2,87284,29034,8209,718,7302,5516,2203,2592,670,2246,19376,0,4314,62804,5104,5.85,71.95,22.2,0,561,High Risk,51-65,2022-12
USR0374,2024-09-01,27,Female,Bachelor's,Student,Tier 3,22543,4427,6874,2720,4687,8757,3101,3353,5635,9187,3566,2330,3973,55044,0,0.0,244.17,15.82,1,391,High Risk,22-30,2024-09
USR0375,2022-09-01,36,Male,Master's,Self-Employed,Tier 1,64132,11173,7562,1107,6470,3581,457,200,7,8670,11585,0,3847,43074,9473,14.77,67.16,18.06,0,571,Medium Risk,31-40,2022-09
USR0376,2022-01-01,64,Male,PhD,Self-Employed,Tier 3,73802,11160,10740,1535,5061,4797,3659,366,1176,1133,11023,0,3066,42693,20086,27.22,57.85,14.94,0,631,Low Risk,51-65,2022-01
USR0377,2023-11-01,58,Male,PhD,Self-Employed,Tier 1,79365,19966,4248,2039,7109,6413,244,3454,1648,7480,12758,15409,886,68896,0,0.0,86.81,16.08,1,527,High Risk,51-65,2023-11
USR0378,2024-04-01,54,Male,Bachelor's,Business Owner,Tier 2,66758,23342,8192,3933,4170,3448,468,2085,1683,13389,9652,8168,2267,71145,0,0.0,106.57,14.46,1,501,High Risk,51-65,2024-04
USR0379,2022-03-01,29,Female,Bachelor's,Business Owner,Tier 1,84676,24470,11895,1357,3611,8905,1534,4568,7574,11509,568,0,4121,79544,4564,5.39,93.94,0.67,0,545,High Risk,22-30,2022-03
USR0380,2024-12-01,26,Other,Bachelor's,Self-Employed,Tier 2,53854,11399,8406,2102,3237,6711,871,1099,1255,3220,13458,12985,647,51932,0,0.0,96.43,24.99,1,473,High Risk,22-30,2024-12
USR0381,2022-05-01,60,Male,Master's,Freelancer,Tier 1,56333,18329,3156,3204,1852,1540,5597,2448,1396,675,473,15990,1966,56153,0,0.0,99.68,0.84,1,494,High Risk,51-65,2022-05
USR0382,2024-05-01,25,Male,Bachelor's,Self-Employed,Tier 2,64479,19752,10535,1468,5904,8488,3838,3463,7252,11852,6369,0,1324,73876,0,0.0,114.57,9.88,0,525,High Risk,22-30,2024-05
USR0383,2023-01-01,27,Female,Master's,Self-Employed,Tier 3,53446,8181,7295,2000,1446,7973,434,3612,6462,9330,1404,4451,493,51677,365,0.68,96.69,2.63,1,475,High Risk,22-30,2023-01
USR0384,2022-04-01,53,Male,Bachelor's,Salaried,Tier 2,54898,17203,8154,1605,5149,8059,3407,3777,1258,8652,1330,0,4360,61624,0,0.0,112.25,2.42,0,497,High Risk,51-65,2022-04
USR0385,2022-06-01,51,Female,Master's,Self-Employed,Tier 2,47516,9983,4248,2140,4368,1487,5764,2387,254,3857,9426,0,2746,37234,856,1.8,78.36,19.84,0,519,High Risk,51-65,2022-06
USR0386,2022-06-01,56,Female,Master's,Salaried,Tier 3,65606,11804,11136,2216,3637,3695,2600,1419,585,4892,6985,0,275,42259,16362,24.94,64.41,10.65,0,635,Low Risk,51-65,2022-06
USR0387,2022-11-01,61,Female,High School,Business Owner,Tier 2,82643,16137,5285,3911,6636,5599,1617,3332,1351,5879,16552,19001,3975,72723,0,0.0,88.0,20.03,1,529,High Risk,51-65,2022-11
USR0388,2024-03-01,37,Male,Master's,Salaried,Tier 2,69035,16824,11522,2988,6752,1003,5289,559,361,6470,4707,18767,2882,73417,0,0.0,106.35,6.82,1,499,High Risk,31-40,2024-03
USR0389,2024-11-01,34,Male,Bachelor's,Student,Tier 1,12279,2885,4003,1116,3986,5844,4570,2239,1397,9166,787,0,3396,38602,0,0.0,314.37,6.41,0,333,High Risk,31-40,2024-11
USR0390,2022-04-01,63,Female,Master's,Self-Employed,Tier 3,59114,12282,5615,725,4687,9447,5205,4137,1002,12519,3712,0,2274,57893,0,0.0,97.93,6.28,0,504,High Risk,51-65,2022-04
USR0391,2024-03-01,51,Female,Bachelor's,Self-Employed,Tier 2,44097,8133,11979,2918,1502,8648,3454,3354,787,10338,6792,8988,1499,61600,0,0.0,139.69,15.4,1,439,High Risk,51-65,2024-03
USR0392,2023-04-01,40,Male,Bachelor's,Self-Employed,Tier 1,46998,14214,5672,527,4963,6510,639,533,208,2458,9575,12011,2927,50662,0,0.0,107.8,20.37,1,491,High Risk,31-40,2023-04
USR0393,2023-06-01,38,Female,PhD,Salaried,Tier 1,80110,27880,9458,3555,1319,1881,5382,930,266,7179,9057,15662,4378,77890,0,0.0,97.23,11.31,1,496,High Risk,31-40,2023-06
USR0394,2022-07-01,40,Male,Bachelor's,Salaried,Tier 3,53609,16380,4155,1494,922,6102,5167,1697,655,13848,5082,0,3734,54154,0,0.0,101.02,9.48,0,528,High Risk,31-40,2022-07
USR0395,2022-11-01,49,Female,Master's,Salaried,Tier 1,78901,16505,5479,515,1071,7512,850,1617,996,7848,19204,19637,2253,64283,0,0.0,81.47,24.34,1,496,High Risk,41-50,2022-11
USR0396,2022-08-01,47,Male,Bachelor's,Self-Employed,Tier 3,55431,11028,2051,3848,3409,4226,233,3963,553,6384,1617,0,1899,37594,16220,29.26,67.82,2.92,0,599,Low Risk,41-50,2022-08
USR0397,2022-06-01,58,Female,Bachelor's,Salaried,Tier 1,63684,12324,4159,832,5859,2387,2952,1943,735,12812,7747,4143,4663,52809,3128,4.91,82.92,12.16,1,516,High Risk,51-65,2022-06
USR0398,2022-05-01,47,Male,Bachelor's,Freelancer,Tier 3,45773,8117,6390,982,5030,4309,5162,4316,1881,9040,4674,0,2718,47945,0,0.0,104.75,10.21,0,524,High Risk,41-50,2022-05
USR0399,2022-06-01,44,Male,Bachelor's,Salaried,Tier 2,69182,18005,5651,1065,6855,2631,3232,2173,1529,9328,1697,0,1937,52406,15079,21.8,75.75,2.45,0,592,Low Risk,41-50,2022-06
USR0400,2022-02-01,30,Male,Bachelor's,Salaried,Tier 2,69265,18776,9356,3859,1923,2924,5127,1078,1587,4114,4644,6895,2130,57769,6852,9.89,83.4,6.7,1,475,High Risk,22-30,2022-02
USR0401,2024-07-01,33,Male,High School,Salaried,Tier 3,57680,16790,4112,2661,2133,5939,1310,4472,420,4320,410,3299,569,46025,11245,19.5,79.79,0.71,1,515,Medium Risk,31-40,2024-07
USR0402,2024-08-01,22,Female,Bachelor's,Student,Tier 2,27518,7871,7765,2585,7169,5974,3481,3084,4561,4822,6033,7641,3939,58892,0,0.0,214.01,21.92,1,396,High Risk,22-30,2024-08
USR0403,2022-09-01,22,Other,High School,Freelancer,Tier 2,38303,7984,3354,953,2253,9700,661,3207,6215,5967,5820,10445,4573,55312,0,0.0,144.41,15.19,1,406,High Risk,22-30,2022-09
USR0404,2023-03-01,55,Male,PhD,Salaried,Tier 1,81337,17573,7620,3289,967,1817,521,2795,1442,12825,16572,0,539,49388,15377,18.91,60.72,20.37,0,590,Medium Risk,51-65,2023-03
USR0405,2023-09-01,53,Male,PhD,Self-Employed,Tier 1,67296,19267,5754,665,5789,7147,4710,2497,194,6002,8774,16490,3062,71577,0,0.0,106.36,13.04,1,484,High Risk,51-65,2023-09
USR0406,2024-04-01,46,Female,Bachelor's,Salaried,Tier 1,63017,13856,2209,3241,6438,3716,2074,860,1118,11309,9444,3906,813,49540,4033,6.4,78.61,14.99,1,463,High Risk,41-50,2024-04
USR0407,2024-03-01,61,Female,Master's,Student,Tier 2,27802,5352,8232,2752,5387,516,3239,3344,1513,6879,4871,3371,1303,41888,0,0.0,150.67,17.52,1,414,High Risk,51-65,2024-03
USR0408,2022-05-01,22,Female,Bachelor's,Freelancer,Tier 1,44342,9971,9846,1377,3422,5170,2437,3362,2702,1704,10065,9130,3977,53098,0,0.0,119.75,22.7,1,431,High Risk,22-30,2022-05
USR0409,2023-05-01,37,Male,Master's,Salaried,Tier 1,64487,13182,8171,744,6853,3123,4221,4421,1281,10853,1479,15528,992,69369,0,0.0,107.57,2.29,1,450,High Risk,31-40,2023-05
USR0410,2023-12-01,60,Male,Master's,Self-Employed,Tier 2,66741,11189,2237,2394,2803,629,1456,4185,1048,6949,5521,3510,266,36666,24554,36.79,54.94,8.27,1,603,Low Risk,51-65,2023-12
USR0411,2024-07-01,26,Female,PhD,Salaried,Tier 2,87484,27647,10527,1856,2206,1973,2639,1469,783,10871,15507,11508,4510,75989,0,0.0,86.86,17.73,1,492,High Risk,22-30,2024-07
USR0412,2024-11-01,43,Male,Bachelor's,Student,Tier 2,32368,10377,10075,1442,572,9641,4209,4906,1355,9039,7754,3352,4711,59679,0,0.0,184.38,23.96,1,419,High Risk,41-50,2024-11
USR0413,2022-04-01,50,Female,Master's,Salaried,Tier 1,59947,11626,3576,3967,646,9760,3440,1494,605,1703,14699,0,4847,41664,3584,5.98,69.5,24.52,0,567,High Risk,41-50,2022-04
USR0414,2023-08-01,24,Male,Bachelor's,Self-Employed,Tier 1,66313,10805,10691,3368,816,4811,4463,1209,363,7058,10578,14439,3995,62018,0,0.0,93.52,15.95,1,482,High Risk,22-30,2023-08
USR0415,2023-05-01,33,Female,PhD,Salaried,Tier 3,74454,22169,11756,3054,1105,3395,3502,2291,861,1482,3603,11273,770,61658,9193,12.35,82.81,4.84,1,528,Medium Risk,31-40,2023-05
USR0416,2022-10-01,47,Male,High School,Freelancer,Tier 1,44805,8616,10982,2452,1074,3236,5469,1957,220,9423,1335,3087,739,47255,0,0.0,105.47,2.98,1,453,High Risk,41-50,2022-10
USR0417,2023-09-01,37,Female,Bachelor's,Freelancer,Tier 3,40750,9318,5540,3471,1677,5598,2911,2164,296,7028,9637,8136,316,46455,0,0.0,114.0,23.65,1,431,High Risk,31-40,2023-09
USR0418,2023-09-01,58,Female,Master's,Freelancer,Tier 3,56135,9140,11327,3692,3826,2446,1609,4843,1226,7155,6089,0,2398,47662,2384,4.25,84.91,10.85,0,500,High Risk,51-65,2023-09
USR0419,2023-04-01,43,Female,Master's,Self-Employed,Tier 3,65509,12790,9257,1782,3922,6059,2628,1391,1010,13854,3190,0,3231,55924,6395,9.76,85.37,4.87,0,519,High Risk,41-50,2023-04
USR0420,2024-09-01,50,Male,High School,Business Owner,Tier 1,60123,18552,2149,2245,3094,9308,2032,1253,1971,6099,14037,7343,3656,57702,0,0.0,95.97,23.35,1,455,High Risk,41-50,2024-09
USR0421,2022-10-01,35,Female,PhD,Salaried,Tier 3,81866,25450,3624,909,3382,800,2224,3041,342,13929,2139,0,3251,56952,22775,27.82,69.57,2.61,0,663,Low Risk,31-40,2022-10
USR0422,2023-06-01,49,Female,High School,Salaried,Tier 3,65767,12588,9661,2857,811,9676,3546,2604,592,6190,11995,10513,2681,61719,0,0.0,93.84,18.24,1,475,High Risk,41-50,2023-06
USR0423,2024-09-01,26,Female,Bachelor's,Salaried,Tier 2,61602,13378,4574,2615,3355,5001,5936,3762,3943,14896,9629,7637,2567,67664,0,0.0,109.84,15.63,1,417,High Risk,22-30,2024-09
USR0424,2024-05-01,51,Female,Bachelor's,Student,Tier 1,33881,5991,6428,2661,1264,8852,5193,3904,1984,11292,743,0,1834,49403,0,0.0,145.81,2.19,0,449,High Risk,51-65,2024-05
USR0425,2024-07-01,26,Female,Bachelor's,Salaried,Tier 1,61482,10134,9529,2767,6777,6414,4131,2022,4604,6405,5206,0,441,53224,3052,4.96,86.57,8.47,0,501,High Risk,22-30,2024-07
USR0426,2023-12-01,33,Female,Bachelor's,Freelancer,Tier 1,54796,19092,6269,2767,3495,6171,3111,1471,76,6831,2053,15571,664,65518,0,0.0,119.57,3.75,1,466,High Risk,31-40,2023-12
USR0427,2022-12-01,37,Male,Bachelor's,Freelancer,Tier 2,30251,8504,9769,1996,3700,8717,5157,1919,1573,9144,4571,0,2450,52929,0,0.0,174.97,15.11,0,441,High Risk,31-40,2022-12
USR0428,2023-08-01,47,Female,High School,Salaried,Tier 2,74350,19213,4108,3277,935,582,4445,452,706,4573,8868,14444,4844,57579,7903,10.63,77.44,11.93,1,538,Medium Risk,41-50,2023-08
USR0429,2022-06-01,47,Female,High School,Salaried,Tier 2,66963,20296,5947,3296,3851,8864,3413,2968,1999,3394,71,6073,2078,62179,4713,7.04,92.86,0.11,1,510,High Risk,41-50,2022-06
USR0430,2022-08-01,42,Male,Bachelor's,Salaried,Tier 2,60722,19310,9899,3490,4953,1498,2363,1759,1065,2734,14811,0,4836,51907,0,0.0,85.48,24.39,0,510,High Risk,41-50,2022-08
USR0431,2023-02-01,60,Male,Master's,Salaried,Tier 2,54223,16881,6914,885,3477,6304,5119,936,1478,8131,4738,0,2734,52859,0,0.0,97.48,8.74,0,476,High Risk,51-65,2023-02
USR0432,2022-05-01,57,Male,Master's,Salaried,Tier 2,72304,11084,8667,3869,3430,7437,1652,2128,1205,6359,4667,16787,2105,64723,2914,4.03,89.52,6.45,1,508,High Risk,51-65,2022-05
USR0433,2024-12-01,54,Female,High School,Salaried,Tier 3,43448,8140,4263,1429,2799,3641,2953,2390,756,8855,2416,0,4009,39235,1797,4.14,90.3,5.56,0,531,High Risk,51-65,2024-12
USR0434,2022-03-01,51,Female,Bachelor's,Business Owner,Tier 1,83558,23478,11804,3824,634,3382,3101,1202,1218,1947,3317,8897,771,60258,19983,23.92,72.12,3.97,1,625,Low Risk,51-65,2022-03
USR0435,2024-12-01,58,Female,High School,Student,Tier 2,18292,4118,5815,904,4414,7862,5749,3185,589,12561,4569,1372,2908,49477,0,0.0,270.48,24.98,1,348,High Risk,51-65,2024-12
USR0436,2023-10-01,44,Female,High School,Salaried,Tier 1,47468,16447,2577,991,5118,3584,3271,2122,1855,601,3502,6935,3841,47342,0,0.0,99.73,7.38,1,465,High Risk,41-50,2023-10
USR0437,2022-08-01,31,Male,Master's,Salaried,Tier 2,78967,22354,2422,856,1303,2545,4246,3952,1999,12746,8005,0,3704,56127,14835,18.79,71.08,10.14,0,609,Medium Risk,31-40,2022-08
USR0438,2023-02-01,26,Male,Bachelor's,Salaried,Tier 2,69444,23701,4763,3999,3207,9452,505,4337,841,7934,15127,12940,3819,75498,0,0.0,108.72,21.78,1,514,High Risk,22-30,2023-02
USR0439,2022-07-01,57,Male,High School,Freelancer,Tier 3,47806,9096,3229,714,2866,704,1584,3902,926,12399,7671,6215,856,42491,0,0.0,88.88,16.05,1,463,High Risk,51-65,2022-07
USR0440,2022-04-01,55,Male,Bachelor's,Business Owner,Tier 1,80070,25845,5176,1903,4675,5784,3567,3392,636,7820,7380,10481,3351,72630,60,0.07,90.71,9.22,1,518,High Risk,51-65,2022-04
USR0441,2023-07-01,52,Male,High School,Salaried,Tier 3,43675,9358,10945,1251,3762,2052,1774,4034,140,10144,9808,3625,1148,48233,0,0.0,110.44,22.46,1,441,High Risk,51-65,2023-07
USR0442,2023-12-01,31,Male,Master's,Salaried,Tier 1,77822,27075,2687,1326,1976,8316,1072,4638,1050,13478,14586,13097,4310,79025,0,0.0,101.55,18.74,1,503,High Risk,31-40,2023-12
USR0443,2023-04-01,40,Female,PhD,Freelancer,Tier 2,59837,10862,2722,1737,3915,1324,368,4627,1338,14238,3409,0,3222,44353,12075,20.18,74.12,5.7,0,602,Low Risk,31-40,2023-04
USR0444,2022-06-01,53,Female,High School,Self-Employed,Tier 1,36881,9340,2746,1621,7697,4248,5778,3727,1344,11350,5935,10774,506,59131,0,0.0,160.33,16.09,1,400,High Risk,51-65,2022-06
USR0445,2022-08-01,22,Other,Bachelor's,Salaried,Tier 3,73816,22777,6337,3075,2961,6078,1803,540,4826,14754,17021,12947,904,77002,0,0.0,104.32,23.06,1,481,High Risk,22-30,2022-08
USR0446,2024-01-01,26,Female,Master's,Self-Employed,Tier 2,79795,18873,4712,3463,4442,6412,1230,2588,6,1035,9903,7325,4692,54778,15114,18.94,68.65,12.41,1,591,Medium Risk,22-30,2024-01
USR0447,2024-08-01,25,Female,PhD,Salaried,Tier 2,76670,18678,2707,1165,2540,7890,1934,3687,7173,8000,14061,0,877,54651,7958,10.38,71.28,18.34,0,584,Medium Risk,22-30,2024-08
USR0448,2024-01-01,37,Male,Bachelor's,Salaried,Tier 3,80272,27876,10626,3257,4963,5697,4642,1900,1777,14813,19488,0,3112,78663,0,0.0,98.0,24.28,0,551,High Risk,31-40,2024-01
USR0449,2022-10-01,45,Female,High School,Freelancer,Tier 1,40730,9574,2483,2528,1506,9530,3867,1433,1259,2200,7030,2766,4193,41339,0,0.0,101.5,17.26,1,476,High Risk,41-50,2022-10
USR0450,2023-05-01,37,Female,High School,Business Owner,Tier 1,68956,18674,3533,3082,1492,5195,5030,2770,714,7539,1765,0,410,48439,18752,27.19,70.25,2.56,0,608,Low Risk,31-40,2023-05
USR0451,2022-03-01,23,Male,Bachelor's,Salaried,Tier 3,57956,9325,2169,1053,5191,7268,1476,2498,2925,10155,3543,0,4694,46754,7659,13.22,80.67,6.11,0,601,Medium Risk,22-30,2022-03
USR0452,2022-09-01,49,Male,Bachelor's,Student,Tier 1,36096,11494,3020,2072,2396,4183,742,337,891,14417,5370,6069,1596,47217,0,0.0,130.81,14.88,1,443,High Risk,41-50,2022-09
USR0453,2023-06-01,53,Female,High School,Salaried,Tier 1,48758,13634,9093,827,3565,2461,554,2998,838,7614,3358,9269,3660,54513,0,0.0,111.8,6.89,1,401,High Risk,51-65,2023-06
USR0454,2024-06-01,48,Male,Bachelor's,Freelancer,Tier 2,53882,12436,8466,3449,3248,1437,5008,3130,653,14666,12898,0,4553,57046,0,0.0,105.87,23.94,0,495,High Risk,41-50,2024-06
USR0455,2022-05-01,41,Female,High School,Self-Employed,Tier 2,43526,6669,2847,1688,5640,8095,4236,4120,1629,12911,4410,9540,2362,59737,0,0.0,137.24,10.13,1,435,High Risk,41-50,2022-05
USR0456,2024-08-01,45,Female,Master's,Business Owner,Tier 1,83317,22356,10887,3687,7192,924,3639,4382,663,7969,9523,4510,4629,70838,2956,3.55,85.02,11.43,1,537,High Risk,41-50,2024-08
USR0457,2024-03-01,33,Male,Bachelor's,Business Owner,Tier 1,88241,13459,5346,649,6889,3551,783,2033,764,6992,15477,7113,4644,52223,20541,23.28,59.18,17.54,1,589,Low Risk,31-40,2024-03
USR0458,2023-09-01,56,Male,High School,Salaried,Tier 1,51959,7806,6013,1555,6926,3405,710,2339,1090,4844,6809,4709,2480,41877,3273,6.3,80.6,13.1,1,522,High Risk,51-65,2023-09
USR0459,2023-12-01,54,Male,Bachelor's,Student,Tier 2,19761,5399,10078,1156,3161,3194,1146,407,175,2471,1887,0,4744,31931,0,0.0,161.59,9.55,0,450,High Risk,51-65,2023-12
USR0460,2022-03-01,54,Male,Bachelor's,Business Owner,Tier 3,89062,16726,2031,3353,3478,4095,3673,2433,509,14082,1706,14251,3348,67979,19377,21.76,76.33,1.92,1,566,Low Risk,51-65,2022-03
USR0461,2023-04-01,64,Male,PhD,Freelancer,Tier 3,74779,14086,10368,2436,7449,1767,1398,2050,1638,10144,11150,0,4280,55616,8013,10.72,74.37,14.91,0,566,Medium Risk,51-65,2023-04
USR0462,2023-03-01,58,Female,Bachelor's,Salaried,Tier 2,68157,19128,9877,792,6875,921,3071,1887,1114,10285,14782,0,1027,54977,0,0.0,80.66,21.69,0,512,High Risk,51-65,2023-03
USR0463,2024-01-01,33,Male,Bachelor's,Business Owner,Tier 1,74761,12017,8170,3466,6959,3766,4195,2403,704,1212,12817,10111,2855,55858,6086,8.14,74.72,17.14,1,535,High Risk,31-40,2024-01
USR0464,2022-08-01,24,Female,Master's,Business Owner,Tier 3,82915,17634,9830,3236,7481,7517,4121,2408,6219,4155,7907,0,2345,64946,10062,12.14,78.33,9.54,0,564,Medium Risk,22-30,2022-08
USR0465,2022-04-01,22,Male,Bachelor's,Salaried,Tier 2,63639,11447,11694,1456,2323,2600,4373,1050,1666,13034,2032,10218,3901,63762,0,0.0,100.19,3.19,1,485,High Risk,22-30,2022-04
USR0466,2024-08-01,54,Female,PhD,Student,Tier 1,39567,10526,4315,3748,3907,7629,4735,2403,837,13268,8075,0,4757,56125,0,0.0,141.85,20.41,0,463,High Risk,51-65,2024-08
USR0467,2024-11-01,61,Male,Bachelor's,Salaried,Tier 3,55097,15556,2065,1584,6607,8595,3503,3890,1850,6741,12971,0,699,51090,0,0.0,92.73,23.54,0,505,High Risk,51-65,2024-11
USR0468,2024-06-01,31,Male,Bachelor's,Salaried,Tier 3,68784,20238,3928,2112,6595,9376,2647,3555,1001,6972,6676,20032,2878,79334,0,0.0,115.34,9.71,1,522,High Risk,31-40,2024-06
USR0469,2024-06-01,64,Female,High School,Self-Employed,Tier 2,48684,9787,7011,915,5006,2726,3484,2809,1803,12776,8868,11829,1261,59407,0,0.0,122.03,18.22,1,450,High Risk,51-65,2024-06
USR0470,2023-05-01,50,Female,Bachelor's,Self-Employed,Tier 2,42274,7095,9533,3954,6888,4888,1416,423,1461,8260,4341,0,3696,47614,0,0.0,112.63,10.27,0,447,High Risk,41-50,2023-05
USR0471,2023-07-01,34,Male,Master's,Self-Employed,Tier 1,55568,9209,8225,3145,4982,2922,1490,3974,50,10140,6977,16078,4422,64637,0,0.0,116.32,12.56,1,487,High Risk,31-40,2023-07
USR0472,2024-07-01,33,Female,Master's,Salaried,Tier 1,65966,15517,7447,2554,7332,7726,4421,1611,1701,4148,13794,0,1326,53783,0,0.0,81.53,20.91,0,545,High Risk,31-40,2024-07
USR0473,2023-05-01,52,Male,Bachelor's,Student,Tier 2,22417,7603,2584,1417,2248,9769,701,4592,685,5624,467,0,2189,37412,0,0.0,166.89,2.08,0,399,High Risk,51-65,2023-05
USR0474,2022-02-01,23,Female,Bachelor's,Salaried,Tier 1,78114,15118,8470,584,7001,7816,3071,522,1163,10705,10356,0,2724,57174,10584,13.55,73.19,13.26,0,568,Medium Risk,22-30,2022-02
USR0475,2024-05-01,56,Male,Master's,Salaried,Tier 2,71905,14477,8685,3321,5617,3343,586,1711,265,9150,3858,0,3500,50655,17392,24.19,70.45,5.37,0,617,Low Risk,51-65,2024-05
USR0476,2024-06-01,44,Male,PhD,Salaried,Tier 3,70273,11958,7244,1456,3161,4611,611,2286,1544,3343,5969,0,2970,39184,25120,35.75,55.76,8.49,0,660,Low Risk,41-50,2024-06
USR0477,2023-10-01,38,Female,High School,Self-Employed,Tier 3,49765,13491,10154,1921,7441,6159,5665,4800,1110,8473,8017,10158,4380,73752,0,0.0,148.2,16.11,1,445,High Risk,31-40,2023-10
USR0478,2022-11-01,47,Female,Bachelor's,Student,Tier 2,20183,5771,9951,2435,6665,2403,2206,2487,605,1092,137,2401,1582,37598,0,0.0,186.29,0.68,1,397,High Risk,41-50,2022-11
USR0479,2024-09-01,29,Male,Bachelor's,Freelancer,Tier 3,50598,14095,3748,2294,518,4724,5413,886,2895,997,7511,0,4367,39937,3150,6.23,78.93,14.84,0,511,High Risk,22-30,2024-09
